,value,outlier
0,1.5649582347282616,0.0
1,1.6623899382514862,0.0
2,1.8896603723367549,0.0
3,1.8925160098566824,0.0
4,1.8451272322080272,0.0
5,2.3364420623778606,0.0
6,2.049709547591036,0.0
7,2.304543753980508,0.0
8,1.9010303498007357,0.0
9,2.0561719616091207,0.0
10,2.224709418059015,0.0
11,2.6761255103846002,0.0
12,2.104350997237046,0.0
13,2.154196725920923,0.0
14,2.57325768120822,0.0
15,2.7419614101721796,0.0
16,2.89318371152826,0.0
17,2.589636821388889,0.0
18,2.848872807323213,0.0
19,3.067981343169017,0.0
20,2.7896511546340084,0.0
21,2.68864791201321,0.0
22,2.7900651865341626,0.0
23,2.7191893902917124,0.0
24,3.192726787089669,0.0
25,3.3002715246531307,0.0
26,3.0471690500606803,0.0
27,3.0012965515761234,0.0
28,3.3419307286910356,0.0
29,3.1140104858743767,0.0
30,3.081717706867795,0.0
31,3.2149965670747247,0.0
32,3.5459639103355336,0.0
33,3.60548951623856,0.0
34,3.621758730781222,0.0
35,3.394784189326253,0.0
36,3.189041698910173,0.0
37,3.2711975951627568,0.0
38,3.483692202044021,0.0
39,3.659693191932633,0.0
40,3.324136567412257,0.0
41,3.512400088154567,0.0
42,3.888842900833241,0.0
43,3.47771750569761,0.0
44,3.5792595766399735,0.0
45,4.000147430719462,0.0
46,3.6449523016080723,0.0
47,3.8210244446675823,0.0
48,3.5841343512820716,0.0
49,3.5960481299667313,0.0
50,3.82476195525931,0.0
51,3.8303038710417976,0.0
52,4.169057627901842,0.0
53,3.7685043531333644,0.0
54,4.312045410775393,0.0
55,3.9942382523547586,0.0
56,4.149662685019409,0.0
57,4.165037091757147,0.0
58,3.960937310409243,0.0
59,3.8999626880520313,0.0
60,4.402337328343754,0.0
61,3.9429491381820108,0.0
62,4.18935842370566,0.0
63,4.405537740003148,0.0
64,4.071023781909821,0.0
65,4.338670454371179,0.0
66,3.974306190567514,0.0
67,4.550716454873637,0.0
68,3.9580981525263024,0.0
69,4.372608508529399,0.0
70,4.587823339873305,0.0
71,4.31045349231297,0.0
72,4.0153363215881805,0.0
73,4.501609236541131,0.0
74,4.610106199441295,0.0
75,4.307869826053574,0.0
76,4.507349922089746,0.0
77,4.359653612669362,0.0
78,4.1197003318034975,0.0
79,4.086669265714414,0.0
80,4.443043453265533,0.0
81,4.575085208721724,0.0
82,4.6301832447781095,0.0
83,4.555667901102927,0.0
84,4.478809083940279,0.0
85,4.234581486301684,0.0
86,4.157561709987841,0.0
87,4.177044906222731,0.0
88,4.053386572903498,0.0
89,4.12285476706388,0.0
90,4.2212541106791335,0.0
91,3.9819024660001023,0.0
92,4.373050329159776,0.0
93,4.249017730547728,0.0
94,4.110236288622849,0.0
95,4.3351721701869055,0.0
96,4.371682483779848,0.0
97,4.01379380753433,0.0
98,4.00696286266802,0.0
99,3.9748614700488085,0.0
100,4.078932598433194,0.0
101,4.281859062501158,0.0
102,4.328989374755376,0.0
103,4.018096639045235,0.0
104,4.24706128759197,0.0
105,3.971304049118985,0.0
106,3.999418259575857,0.0
107,4.006805961272313,0.0
108,4.0750698151488205,0.0
109,4.125967589754868,0.0
110,3.600971879775712,0.0
111,4.024352210831338,0.0
112,3.477914780143719,0.0
113,3.459169211792254,0.0
114,3.4636884455683576,0.0
115,3.613129318363632,0.0
116,3.687092028520713,0.0
